SampleID	Year	DPFS	Date	Date2	Night	Temp	?TEMP24_hrs	?TEMP48_hrs	?TEMP72_hrs	Q	ChangeQ24_hrs	ChangeQ48_hrs	ChangeQ72_hrs	MoonPhase	CODE	LunarDay	THETA	percillum	SINEpercillum	COSINEpercillum	Nsuckers(5%)	Nsuckers(100%)	Nsturgeon	Ninverts	Ninverts100	Nfamilies	Biomass_mg	Biomass_g	Biomass_g100	SampleID
ID133	2015	35	6/7/2015	7-Jun	11	17.36	-0.559	0.035	-0.428	8.36	0.96	-0.02	-0.77	WaningGibbous	WAG	20	4.333	0.74	-0.985	0.172	87	1740	17	16	320	7	1146.07	1.15	22.9	ID133
ID134	2015	36	6/8/2015	8-Jun	12	16.91	-0.448	-1.007	-0.413	8.68	0.32	1.28	0.3	LastQuarter	LQ	21	4.55	0.64	0.92	0.392	81	1620	18	55	1100	9	2274.86	2.27	45.5	ID134
ID135	2015	37	6/9/2015	9-Jun	13	17.68	0.773	0.325	-0.234	8.53	-0.14	0.17	1.14	LastQuarter	LQ	22	4.767	0.52	0.987	-0.163	198	3960	49	42	840	10	1830.65	1.83	36.6	ID135
ID136	2015	47	6/19/2015	19-Jun	14	19.87	0.136	0.243	1.135	8.68	-2.13	-4.08	-4.65	WaxingCrescent	WXC	3	0.65	0.1	-0.544	-0.839	121	2420	96	107	2140	15	4206.7	4.21	84.1	ID136
ID137	2015	48	6/20/2015	20-Jun	15	19.92	0.051	0.187	0.294	7.99	-0.69	-2.82	-4.77	WaxingCrescent	WXC	4	0.867	0.16	-0.288	-0.958	19	380	38	35	700	10	1338.28	1.34	26.8	ID137
ID138	2015	49	6/21/2015	21-Jun	16	19.67	-0.243	-0.191	-0.055	7.44	-0.55	-1.24	-3.37	WaxingCrescent	WXC	5	1.083	0.24	-0.906	0.424	120	2400	20	164	3280	12	6830.75	6.83	136.6	ID138
ID139	2015	50	6/22/2015	22-Jun	17	20.34	0.664	0.421	0.472	6.57	-0.88	-1.43	-2.11	WaxingCrescent	WXC	6	1.3	0.32	0.551	0.834	19	380	12	51	1020	15	1731.81	1.73	34.6	ID139
ID140	2015	51	6/23/2015	23-Jun	18	19.72	-0.616	0.048	-0.195	8.14	1.58	0.7	0.15	FirstQuarter	FQ	7	1.517	0.41	-0.159	-0.987	25	500	8	66	1320	12	2460.5	2.46	49.2	ID140
ID141	2015	52	6/24/2015	24-Jun	19	20.08	0.358	-0.258	0.406	7.4	-0.74	0.84	-0.04	FirstQuarter	FQ	7	1.517	0.51	0.67	0.742	43	860	42	40	800	12	1168.18	1.17	23.4	ID141
ID142	2015	53	6/25/2015	25-Jun	20	20.27	0.19	0.548	-0.068	6.38	-1.03	-1.76	-0.19	FirstQuarter	FQ	8	1.733	0.6	-0.305	-0.952	36	720	44	67	1340	13	1943.66	1.94	38.9	ID142
ID143	2015	54	6/26/2015	26-Jun	21	20.63	0.359	0.548	0.906	7.12	0.74	-0.28	-1.02	WaxingGibbous	WXG	9	1.95	0.7	0.774	0.633	13	260	34	11	220	7	500.86	0.5	10	ID143
ID144	2015	55	6/27/2015	27-Jun	22	21.21	0.581	0.939	1.129	6.47	-0.65	0.09	-0.93	WaxingGibbous	WXG	10	2.167	0.78	0.514	-0.858	15	300	21	22	440	9	908.4	0.91	18.2	ID144
ID145	2015	56	6/28/2015	28-Jun	23	21.05	-0.156	0.425	0.784	5.79	-0.67	-1.33	-0.58	WaxingGibbous	WXG	11	2.383	0.86	-0.923	-0.384	21	420	17	14	280	9	1052.78	1.05	21.1	ID145
ID146	2015	57	6/29/2015	29-Jun	24	21.38	0.328	0.172	0.753	6.11	0.32	-0.35	-1.01	WaxingGibbous	WXG	12	2.6	0.93	-0.948	0.317	3	60	5	15	300	10	715.25	0.72	14.3	ID146
ID147	2015	58	6/30/2015	30-Jun	25	20.91	-0.473	-0.144	-0.3	7.38	1.27	1.59	0.92	WaxingGibbous	WXG	13	2.817	0.97	0.38	-0.925	16	320	4	28	560	12	845.82	0.85	16.9	ID147
ID148	2015	62	7/3/2015	3-Jul	26	19.81	0.602	0.79	-1.104	8.07	-1.13	-2.36	0.69	WaningGibbous	WAG	16	3.467	0.98	-0.573	-0.819	41	820	0	60	1200	12	3008.22	3.01	60.2	ID148
ID149	2015	63	7/5/2015	5-Jul	27	20.85	0.541	1.041	1.644	6.78	-0.19	-1.29	-2.42	WaningGibbous	WAG	18	3.9	0.86	-0.923	-0.384	35	700	0	78	1560	13	3175.84	3.18	63.5	ID149
ID150	2016	15	5/18/2016	18-May	1	12.22	0.86	1.32	0.68	12.19	-0.39	-3.07	-4.35	WaxingGibbous	WXG	12	2.6	NA	NA	NA	40	800	0	28	560	12	1500.32	1.5	30	ID150
ID151	2016	16	5/20/2016	20-May	2	14.99	1.51	2.77	3.63	11.55	0.95	-0.64	-1.03	WaxingGibbous	WXG	14	3.033	NA	NA	NA	92	1840	0	42	840	12	1181.49	1.18	23.6	ID151
ID152	2016	17	5/22/2016	22-May	3	16.64	0.66	1.65	3.16	10.91	1.97	-0.64	0.32	WaningGibbous	WAG	16	3.467	NA	NA	NA	5898	117960	7	130	2600	15	6158.87	6.16	123.2	ID152
ID153	2016	18	5/23/2016	23-May	4	17.64	1	1.66	2.65	7.8	-3.11	-1.14	-3.75	WaningGibbous	WAG	17	3.683	NA	NA	NA	1983	39660	202	207	4140	16	9563.57	9.56	191.3	ID153
ID154	2016	19	5/24/2016	24-May	5	18.07	0.43	1.43	2.08	8.61	0.81	-2.3	-0.33	WaningGibbous	WAG	18	3.9	NA	NA	NA	494	9880	513	176	3520	21	8377.12	8.38	167.5	ID154
ID155	2016	20	5/25/2016	25-May	6	18.77	0.69	1.12	2.12	8.88	0.27	1.08	-2.03	WaningGibbous	WAG	19	4.117	NA	NA	NA	95	1900	706	222	4440	17	9669.01	9.67	193.4	ID155
ID156	2016	21	5/26/2016	26-May	7	19.69	0.92	1.62	2.05	9.28	0.4	0.67	1.48	WaningGibbous	WAG	20	4.333	NA	NA	NA	17	340	672	155	3100	18	5798.25	5.8	116	ID156
ID157	2016	22	5/27/2016	27-May	8	20.33	0.64	1.56	2.25	9	-0.28	0.12	0.39	WaningGibbous	WAG	21	4.55	NA	NA	NA	36	720	504	147	2940	15	7674.07	7.67	153.5	ID157
ID158	2016	23	5/28/2016	28-May	9	21.43	1.11	1.74	2.67	10.81	1.81	1.53	1.92	WaningGibbous	WAG	22	4.767	NA	NA	NA	8	160	296	182	3640	17	9427.02	9.43	188.5	ID158
ID159	2016	24	5/29/2016	29-May	10	21.93	0.49	1.6	2.24	9	-1.81	0	-0.28	LastQuarter	LQ	23	4.983	NA	NA	NA	9	180	248	125	2500	15	4391.73	4.39	87.8	ID159
ID160	2016	25	5/30/2016	30-May	11	21.48	-0.45	0.04	1.15	8.83	-0.17	-1.98	-0.17	WaningCrescent	WNC	24	5.2	NA	NA	NA	12	240	129	49	980	12	1206.11	1.21	24.1	ID160
ID161	2016	26	5/31/2016	31-May	12	21.75	0.28	-0.17	0.32	8.74	-0.09	-0.26	-2.07	WaningCrescent	WNC	25	5.417	NA	NA	NA	13	260	72	117	2340	15	4913.38	4.91	98.3	ID161
ID162	2016	27	6/1/2016	1-Jun	13	20.84	-0.91	-0.64	-1.09	7.67	-1.07	-1.16	-1.33	WaningCrescent	WNC	26	5.633	NA	NA	NA	53	1060	43	91	1820	15	2786.8	2.79	55.7	ID162
ID163	2016	28	6/2/2016	2-Jun	14	19.92	-0.92	-1.83	-1.56	7.86	0.19	-0.87	-0.96	WaningCrescent	WNC	27	5.85	NA	NA	NA	190	3800	134	105	2100	16	3266.43	3.27	65.3	ID163
ID164	2016	29	6/3/2016	3-Jun	15	19.92	0	-0.92	-1.83	8.53	0.66	0.86	-0.21	WaningCrescent	WNC	28	6.067	NA	NA	NA	1204	24080	167	124	2480	13	4980.12	4.98	99.6	ID164
ID165	2016	30	6/4/2016	4-Jun	16	20.49	0.57	0.57	-0.35	8.05	-0.48	0.19	0.38	NewMoon	NM	1	0.217	NA	NA	NA	673	13460	86	64	1280	12	2156.13	2.16	43.1	ID165
ID166	2016	31	6/5/2016	5-Jun	17	19.39	-1.1	-0.53	-0.53	7.82	-0.23	-0.71	-0.05	WaxingCrescent	WXC	2	0.433	NA	NA	NA	395	7900	19	41	820	12	1348.84	1.35	27	ID166
ID167	2016	32	6/6/2016	6-Jun	18	18.43	-0.96	-2.06	-1.49	9.35	1.53	1.3	0.82	WaxingCrescent	WXC	3	0.65	NA	NA	NA	192	3840	8	92	1840	12	2644.91	2.64	52.9	ID167
ID168	2016	33	6/7/2016	7-Jun	19	17.62	-0.81	-1.77	-2.87	8.98	-0.37	1.17	0.93	WaxingCrescent	WXC	4	0.867	NA	NA	NA	117	2340	8	89	1780	15	2223.01	2.22	44.5	ID168
ID169	2016	34	6/8/2016	8-Jun	20	16.75	-0.86	-1.68	-2.64	9.6	0.62	0.25	1.78	WaxingCrescent	WXC	5	1.083	NA	NA	NA	89	1780	3	156	3120	15	3802.21	3.8	76	ID169
ID170	2016	35	6/9/2016	9-Jun	21	17.02	0.27	-0.6	-1.41	7.5	-2.1	-1.48	-1.84	WaxingCrescent	WXC	6	1.3	NA	NA	NA	71	1420	1	170	3400	12	4089.03	4.09	81.8	ID170
ID171	2016	36	6/11/2016	11-Jun	22	19.3	1.15	2.28	2.55	8.66	1.27	1.15	-0.94	WaxingCrescent	WXC	8	1.733	NA	NA	NA	54	1080	2	43	860	12	1572.92	1.57	31.5	ID171
ID172	2016	37	6/12/2016	12-Jun	23	19.14	-0.15	1	2.13	7.16	-1.5	-0.23	-0.35	FirstQuarter	FQ	9	1.95	NA	NA	NA	66	1320	0	53	1060	13	1642.51	1.64	32.9	ID172
ID173	2016	38	6/13/2016	13-Jun	24	18.91	-0.23	-0.38	0.77	7.78	0.62	-0.88	0.39	WaxingGibbous	WXG	10	2.167	NA	NA	NA	36	720	0	37	740	12	655.93	0.66	13.1	ID173
ID174	2016	39	6/14/2016	14-Jun	25	19.85	0.93	0.7	0.55	7.44	-0.34	0.28	-1.22	WaxingGibbous	WXG	11	2.383	NA	NA	NA	41	820	13	44	880	12	1111.56	1.11	22.2	ID174
ID175	2016	40	6/15/2016	15-Jun	26	19.24	-0.6	0.33	0.1	7.06	-0.38	-0.72	-0.1	WaxingGibbous	WXG	12	2.6	NA	NA	NA	18	360	27	67	1340	10	1639.39	1.64	32.8	ID175
ID176	2016	41	6/16/2016	16-Jun	27	18.96	-0.29	-0.89	0.04	8.66	1.6	1.22	0.88	WaxingGibbous	WXG	13	2.817	NA	NA	NA	13	260	39	45	900	13	936.43	0.94	18.7	ID176
ID177	2016	42	6/17/2016	17-Jun	28	19.68	0.72	0.43	-0.17	10.16	1.5	3.1	2.72	WaxingGibbous	WXG	14	3.033	NA	NA	NA	25	500	17	52	1040	13	1381.67	1.38	27.6	ID177
ID178	2016	43	6/18/2016	18-Jun	29	20.17	0.5	1.21	0.93	9.46	-0.7	0.8	2.4	WaxingGibbous	WXG	15	3.24992069	NA	NA	NA	15	300	31	30	600	11	939.99	0.94	18.8	ID178
ID179	2016	44	6/19/2016	19-Jun	30	21.69	1.52	2.02	2.74	8.35	-1.1	-1.81	-0.31	WaxingGibbous	WXG	16	3.466582069	NA	NA	NA	12	240	46	29	580	9	298.08	0.3	6	ID179
ID180	2016	45	6/20/2016	20-Jun	31	22.26	0.57	2.09	2.59	6.64	-1.71	-2.82	-3.52	FullMoon	FM	17	3.683243448	NA	NA	NA	48	960	26	29	580	10	871.5	0.87	17.4	ID180
ID181	2016	46	6/21/2016	21-Jun	32	21.96	-0.31	0.26	1.79	6.87	0.23	-1.48	-2.59	WaningGibbous	WAG	18	3.899904828	NA	NA	NA	31	620	18	58	1160	14	1655.33	1.66	33.1	ID181
ID182	2016	47	6/22/2016	22-Jun	33	21.98	0.02	-0.28	0.29	7.3	0.43	0.66	-1.05	WaningGibbous	WAG	19	4.116566207	NA	NA	NA	11	220	9	64	1280	15	2341.88	2.34	46.8	ID182
ID183	2016	48	6/23/2016	23-Jun	34	21.98	0	0.02	-0.29	7.32	0.02	0.45	0.69	WaningGibbous	WAG	20	4.333227586	NA	NA	NA	13	260	6	46	920	13	1448.24	1.45	29	ID183
ID184	2016	49	6/24/2016	24-Jun	35	21.94	-0.04	-0.04	-0.02	7.76	0.43	0.46	0.89	WaningGibbous	WAG	21	4.549888966	NA	NA	NA	10	200	1	56	1120	14	1696.45	1.7	33.9	ID184
ID185	2016	50	6/25/2016	25-Jun	36	22.66	0.72	0.68	0.68	7.24	-0.52	-0.09	-0.07	WaningGibbous	WAG	22	4.766550345	NA	NA	NA	8	160	0	76	1520	14	2567.57	2.57	51.4	ID185
ID186	2016	51	6/26/2016	26-Jun	37	22.99	0.33	1.05	1.02	7.75	0.51	-0.01	0.42	WaningGibbous	WAG	23	4.983211724	NA	NA	NA	9	180	0	74	1480	15	2494.52	2.49	49.9	ID186
ID187	2016	52	6/27/2016	27-Jun	38	22.26	-0.73	-0.4	0.32	6.7	-1.05	-0.54	-1.06	LastQuarter	LQ	24	5.199873103	NA	NA	NA	11	220	0	82	1640	14	3879.32	3.88	77.6	ID187
ID188	2016	53	6/29/2016	29-Jun	39	21.56	-0.23	-0.7	-1.43	6.84	-0.02	0.14	-0.9	WaningCrescent	WNC	26	5.633195862	NA	NA	NA	19	380	0	66	1320	17	1920.32	1.92	38.4	ID188
ID189	2016	54	7/1/2016	1-Jul	40	21.06	-0.42	-0.51	-0.74	6.42	-0.05	-0.42	-0.43	WaningCrescent	WNC	28	6.066518621	NA	NA	NA	4	80	0	41	820	12	1621.62	1.62	32.4	ID189
ID190	2017	18	5/15/2017	15-May	1	15	1.19	1.2	1.52	7.7228792	-0.3891473	-0.1181118	-0.0408104	WaningGibbous	WAG	19	4.117	0.81	-0.63	0.777	15	300	0	113	2260	15	10026.58	10.03	200.5	ID190
ID191	2017	19	5/17/2017	17-May	2	16.88	0.53	1.88	3.07	7.6475599	-0.0323404	-0.0753193	-0.4644666	WaningGibbous	WAG	21	4.55	0.64	0.92	0.392	161	3220	28	102	2040	16	5481.2	5.48	109.6	ID191
ID192	2017	20	5/18/2017	18-May	3	17.38	0.5	1.02	2.38	7.6200216	-0.0275383	-0.0598788	-0.1028576	LastQuarter	LQ	22	4.767	0.5	-0.262	0.965	649	12980	391	158	3160	15	12058.02	12.06	241.2	ID192
ID193	2017	21	5/19/2017	19-May	4	16.2	-1.17	-0.67	-0.15	8.216214	0.5961924	0.5686541	0.5363136	WaningCrescent	WNC	23	4.983	0.43	-0.832	0.555	233	4660	1354	126	2520	12	7258.26	7.26	145.2	ID193
ID194	2017	22	5/20/2017	20-May	5	16.07	-0.13	-1.31	-0.81	7.5603405	-0.6558735	-0.0596811	-0.0872194	WaningCrescent	WNC	24	5.2	0.33	1	-0.013	299	5980	4390	161	3220	12	10365.98	10.37	207.3	ID194
ID195	2017	23	5/21/2017	21-May	6	15.57	-0.5	-0.64	-1.81	7.9535098	0.3931693	-0.2627042	0.3334882	WaningCrescent	WNC	25	5.417	0.23	-0.846	-0.533	91	1820	5220	117	2340	12	7756.47	7.76	155.1	ID195
ID196	2017	24	5/22/2017	22-May	7	14.37	-1.2	-1.7	-1.83	8.0567479	0.1032381	0.4964074	-0.1594661	WaningCrescent	WNC	26	5.633	0.14	0.991	0.137	35	700	2473	55	1100	11	4231.21	4.23	84.6	ID196
ID197	2017	25	5/23/2017	23-May	8	14.58	0.21	-0.99	-1.49	7.890855	-0.1658929	-0.0626548	0.3305145	WaningCrescent	WNC	27	5.85	0.07	0.657	0.754	24	480	1853	103	2060	8	5482.03	5.48	109.6	ID197
ID198	2017	26	5/24/2017	24-May	9	14.71	0.13	0.34	-0.86	7.989159	0.098304	-0.0675889	0.0356492	WaningCrescent	WNC	28	6.067	0.02	0.909	-0.416	14	280	1219	128	2560	14	6900.59	6.9	138	ID198
ID199	2017	27	5/25/2017	25-May	10	14.4	-0.32	-0.18	0.02	8.8917185	0.9025595	1.0008635	0.8349706	NewMoon	NM	1	0.217	0	0	1	4	80	494	141	2820	13	6932.19	6.93	138.6	ID199
ID200	2017	28	5/26/2017	26-May	11	14.89	0.49	0.18	0.31	9.524172	0.6324535	1.535013	1.633317	WaxingCrescent	WXC	2	0.433	0.01	0.841	0.54	5	100	217	114	2280	15	6543.47	6.54	130.9	ID200
ID201	2017	29	5/27/2017	27-May	12	16.22	1.33	1.83	1.51	8.3136561	-1.2105159	-0.5780624	0.3244971	WaxingCrescent	WXC	3	0.65	0.05	-0.959	0.284	3	60	148	92	1840	13	4320.37	4.32	86.4	ID201
ID202	2017	30	6/1/2017	1-Jun	13	15.36	-1.01	-1.41	-1.14	8.3046242	-0.6272954	-1.6347863	-7.9917551	FirstQuarter	FQ	8	1.733	0.5	-0.262	0.965	4	80	88	80	1600	18	3866.94	3.87	77.3	ID202
ID203	2017	31	6/2/2017	2-Jun	14	15.5	0.14	-0.87	-1.27	7.7446409	-0.5599834	-1.1872788	-2.1947697	WaxingGibbous	WXG	9	1.95	0.62	-0.739	0.674	8	160	84	64	1280	13	4099.36	4.1	82	ID203
ID204	2017	32	6/3/2017	3-Jun	15	17.05	1.55	1.69	0.68	7.3617729	-0.382868	-0.9428514	-1.5701468	WaxingGibbous	WXG	10	2.167	0.71	0.951	-0.309	26	520	156	59	1180	14	2437.62	2.44	48.8	ID204
ID205	2017	33	6/4/2017	4-Jun	16	17.26	0.22	1.76	1.9	10.0329911	2.6712182	2.2883502	1.7283668	WaxingGibbous	WXG	11	2.383	0.8	-0.994	-0.11	35	700	84	41	820	9	1410.8	1.41	28.2	ID205
ID206	2017	34	6/5/2017	5-Jun	17	17.82	0.56	0.77	2.32	8.6598935	-1.3730976	1.2981206	0.9152526	WaxingGibbous	WXG	12	2.6	0.87	-0.822	0.57	19	380	108	48	960	15	2167.31	2.17	43.3	ID206
ID207	2017	35	6/6/2017	6-Jun	18	18.55	0.73	1.28	1.5	7.7964902	-0.8634033	-2.2365009	0.4347173	WaxingGibbous	WXG	13	2.817	0.93	-0.948	0.317	33	660	90	21	420	7	649.63	0.65	13	ID207
ID208	2017	36	6/7/2017	7-Jun	19	19.82	1.27	2	2.56	7.3007223	-0.4957678	-1.3591712	-2.7322687	WaxingGibbous	WXG	14	3.033	0.97	0.38	-0.925	51	1020	64	18	360	11	501.98	0.5	10	ID208
ID209	2017	37	6/8/2017	8-Jun	20	20.32	0.5	1.77	2.5	7.0207272	-0.2799952	-0.775763	-1.6391663	WaxingGibbous	WXG	15	3.25	0.99	-0.999	0.04	288	5760	50	43	860	11	1506.42	1.51	30.1	ID209
ID210	2017	38	6/9/2017	9-Jun	21	20.82	0.5	1	2.27	6.9380369	-0.0826903	-0.3626854	-0.8584533	FullMoon	FM	16	3.467	1	-0.506	0.862	442	8840	32	40	800	9	1255.66	1.26	25.1	ID210
ID211	2017	39	6/10/2017	10-Jun	22	21.48	0.67	1.16	1.66	7.3732201	0.4351831	0.3524929	0.0724977	WaningGibbous	WAG	17	3.683	0.99	-0.999	0.04	942	18840	185	111	2220	13	2313.48	2.31	46.3	ID211
ID212	2017	40	6/11/2017	11-Jun	23	21.64	0.16	0.82	1.32	6.7126512	-0.6605688	-0.2253857	-0.308076	WaningGibbous	WAG	18	3.9	0.96	0.984	-0.18	246	4920	152	156	3120	10	3688.76	3.69	73.8	ID212
ID213	2017	41	6/12/2017	12-Jun	24	21.94	0.3	0.46	1.13	6.7200111	0.0073599	-0.6532089	-0.2180258	WaningGibbous	WAG	19	4.117	0.91	0.106	-0.994	175	3500	52	44	880	10	1630.78	1.63	32.6	ID213
ID214	2017	42	6/13/2017	13-Jun	25	22.81	0.87	1.17	1.33	7.3246196	0.6046085	0.6119684	-0.0486004	WaningGibbous	WAG	20	4.333	0.85	-0.176	-0.984	77	1540	42	70	1400	10	1978.8	1.98	39.6	ID214
ID215	2017	43	6/14/2017	14-Jun	26	22.98	0.17	1.04	1.34	6.8698745	-0.4547451	0.1498634	0.1572233	WaningGibbous	WAG	21	4.55	0.78	0.514	-0.858	96	1920	27	75	1500	11	2756.01	2.76	55.1	ID215
ID216	2017	44	6/15/2017	15-Jun	27	22.81	-0.17	0	0.87	8.1872101	1.3173356	0.8625904	1.4671989	WaningGibbous	WAG	22	4.767	0.69	-0.115	0.993	149	2980	30	64	1280	9	2749.52	2.75	55	ID216
ID217	2017	45	6/16/2017	16-Jun	28	22.76	-0.06	-0.23	-0.05	7.4423439	-0.7448661	0.5724694	0.1177243	WaningGibbous	WAG	23	4.983	0.59	0.637	-0.771	16	320	85	38	760	9	1238.62	1.24	24.8	ID217
ID218	2017	46	6/17/2017	17-Jun	29	23.07	0.31	0.25	0.08	8.2621021	0.8197582	0.074892	1.3922276	LastQuarter	LQ	24	5.199873103	0.5	-0.262	0.965	14	280	17	4	80	4	29.51	0.03	0.6	ID218
ID219	2017	47	6/18/2017	18-Jun	30	22.87	-0.19	0.12	0.06	10.9176246	2.6555225	3.4752807	2.7304145	WaningCrescent	WNC	25	5.416534483	0.37	-0.644	0.765	7	140	2	8	160	3	49.51	0.05	1	ID219
ID220	2017	48	6/25/2017	25-Jun	31	19.98	0.11	0.41	-0.21	8.3653878	-0.0971719	-2.6638801	-1.3082395	WaxingCrescent	WXC	4	0.866645517	0.04	-0.757	-0.654	8	160	0	37	740	11	1489.1	1.49	29.8	ID220
ID221	2018	15	5/24/2018	24-May	1	17.40695833	1.183083333	1.429833333	1.84325	8.491429605	-0.191351534	-0.552818617	-0.63645937	WaxingGibbous	WXG	11	2.383275172	0.76	0.688921445	0.724836011	436	8720	3469	52	1040	5	3313.54	3.31	66.3	ID221
ID222	2018	16	5/25/2018	25-May	3	19.11941667	1.712458333	2.895541667	3.142291667	7.783268453	-0.708161152	-0.899512686	-1.260979768	WaxingGibbous	WXG	12	2.599936552	0.85	0.751280405	0.659983146	270	5400	16897	19	380	6	944.99	0.94	18.9	ID222
ID223	2018	17	5/26/2018	26-May	4	21.03395833	1.914541667	3.627	4.810083333	7.377331195	-0.405937259	-1.11409841	-1.305449945	WaxingGibbous	WXG	13	2.816597931	0.91	0.78950374	0.613745749	279	5580	13345	29	580	12	2674.6	2.67	53.5	ID223
ID224	2018	18	5/27/2018	27-May	5	21.82404167	0.790083333	2.704625	4.417083333	7.534462504	0.157131309	-0.248805949	-0.956967101	WaxingGibbous	WXG	14	3.03325931	0.96	0.819191568	0.573519986	64	1280	5722	52	1040	10	2858.59	2.86	57.2	ID224
ID225	2018	19	5/28/2018	28-May	6	22.41816667	0.594125	1.384208333	3.29875	8.121510005	0.587047501	0.74417881	0.338241551	WaxingGibbous	WXG	15	3.24992069	0.99	0.836025979	0.548689861	75	1500	2771	70	1400	10	4238.97	4.24	84.8	ID225
ID226	2018	20	5/29/2018	29-May	7	23.16766667	0.7495	1.343625	2.133708333	7.549062655	-0.57244735	0.014600151	0.171731461	FullMoon	FM	16	3.466582069	1	0.841470985	0.540302306	9	180	1484	36	720	10	1751.12	1.75	35	ID226
ID227	2018	21	5/30/2018	30-May	8	23.34675	0.179083333	0.928583333	1.522708333	6.885157121	-0.663905535	-1.236352884	-0.649305384	WaningGibbous	WAG	17	3.683243448	0.99	0.836025979	0.548689861	26	520	916	67	1340	13	3782.02	3.78	75.6	ID227
ID228	2018	22	5/31/2018	31-May	9	22.76066667	-0.586083333	-0.407	0.3425	7.493195103	0.608037983	-0.055867552	-0.628314901	WaningGibbous	WAG	18	3.899904828	0.96	0.819191568	0.573519986	29	580	554	72	1440	10	4846.56	4.85	96.9	ID228
ID229	2018	23	6/1/2018	1-Jun	10	21.39395833	-1.366708333	-1.952791667	-1.773708333	8.022067404	0.5288723	1.136910283	0.473004748	WaningGibbous	WAG	19	4.116566207	0.91	0.78950374	0.613745749	18	360	198	121	2420	9	7590.86	7.59	151.8	ID229
ID230	2018	24	6/4/2018	4-Jun	11	17.56566667	-1.462541667	-2.938458333	-3.828291667	7.912635735	-0.8116391	-0.549481655	-0.109431669	WaningGibbous	WAG	20	4.333227586	0.7	0.644217687	0.764842187	326	6520	11	101	2020	7	6276.19	6.28	125.5	ID230
ID231	2018	25	6/5/2018	5-Jun	12	16.80816667	-0.7575	-2.220041667	-3.695958333	7.714945543	-0.197690192	-1.009329292	-0.747171847	WaningGibbous	WAG	21	4.549888966	0.61	0.57286746	0.819648018	202	4040	7	78	1560	8	6300.75	6.3	126	ID231
ID232	2018	26	6/6/2018	6-Jun	13	16.56533333	-0.242833333	-1.000333333	-2.462875	7.541452729	-0.173492814	-0.371183006	-1.182822106	LastQuarter	LQ	22	4.766550345	0.5	0.479425539	0.877582562	290	5800	4	66	1320	8	6550.71	6.55	131	ID232
ID233	2018	27	6/7/2018	7-Jun	14	17.02604167	0.460708333	0.217875	-0.539625	7.244814714	-0.296638015	-0.470130829	-0.667821021	WaningCrescent	WNC	23	4.983211724	0.41	0.398609328	0.917120823	118	2360	3	39	780	4	2487.33	2.49	49.7	ID233
ID234	2018	28	6/8/2018	8-Jun	15	18.10466667	1.078625	1.539333333	1.2965	7.126981911	-0.117832803	-0.414470818	-0.587963632	WaningCrescent	WNC	24	5.199873103	0.31	0.305058636	0.95233357	91	1820	0	53	1060	9	3243.91	3.24	64.9	ID234
ID235	2018	29	6/9/2018	9-Jun	16	19.18754167	1.082875	2.1615	2.622208333	6.949503667	-0.177478244	-0.295311047	-0.591949062	WaningCrescent	WNC	25	5.416534483	0.22	0.218229623	0.975897449	22	440	1	51	1020	7	3040.88	3.04	60.8	ID235
ID236	2018	30	6/10/2018	10-Jun	17	19.34604167	0.1585	1.241375	2.32	6.741454293	-0.208049374	-0.385527618	-0.503360421	WaningCrescent	WNC	26	5.633195862	0.14	0.139543115	0.990215996	61	1220	0	83	1660	7	2998.76	3	60	ID236
ID237	2018	31	6/11/2018	11-Jun	18	19.61654167	0.2705	0.429	1.511875	6.247727194	-0.493727099	-0.701776473	-0.879254717	WaningCrescent	WNC	27	5.849857241	0.07	0.069942847	0.997551	164	3280	0	35	700	5	1180.81	1.18	23.6	ID237
ID238	2018	32	6/12/2018	12-Jun	19	20.03325	0.416708333	0.687208333	0.845708333	6.332694717	0.084967523	-0.408759576	-0.61680895	WaningCrescent	WNC	28	6.066518621	0.02	0.019998667	0.999800007	125	2500	0	108	2160	8	4503.37	4.5	90.1	ID238
ID239	2018	33	6/13/2018	13-Jun	20	19.86095833	-0.172291667	0.244416667	0.514916667	6.231656199	-0.101038518	-0.016070995	-0.509798094	NewMoon	NM	0	0	0	0	1	63	1260	47	83	1660	11	3470.23	3.47	69.4	ID239
ID240	2018	34	6/14/2018	14-Jun	21	20.27083333	0.409875	0.237583333	0.654291667	6.417315133	0.185658934	0.084620416	0.169587939	WaxingCrescent	WXC	1	0.216661379	0.01	0.009999833	0.99995	23	460	212	61	1220	6	1548.21	1.55	31	ID240
ID241	2018	35	6/15/2018	15-Jun	22	20.88258333	0.61175	1.021625	0.849333333	5.971578616	-0.445736517	-0.260077583	-0.361116101	WaxingCrescent	WXC	2	0.433322759	0.05	0.049979169	0.99875026	18	360	571	51	1020	7	2227.12	2.23	44.5	ID241
ID242	2018	36	6/16/2018	16-Jun	23	21.34220833	0.459625	1.071375	1.48125	6.29392387	0.322345254	-0.123391263	0.062267671	WaxingCrescent	WXC	3	0.649984138	0.12	0.119712207	0.992808636	20	400	410	28	560	10	860.1	0.86	17.2	ID242
ID243	2018	37	6/17/2018	17-Jun	24	21.88175	0.539541667	0.999166667	1.610916667	5.988900604	-0.305023265	0.017321989	-0.428414528	WaxingCrescent	WXC	4	0.866645517	0.2	0.198669331	0.980066578	4	80	221	26	520	9	623.38	0.62	12.5	ID243
